query-id,corpus-id,score,text_x,title,text_y
1784,119853,1,What is the lifespan of a series of currency?,,"US currency doesn't expire, it is always legal tender.  I can see some trouble if you tried to spend a $10,000 bill (you'd be foolish to do so, since they are worth considerably more). Maybe some stores raise eyebrows at old-style $100's (many stores don't take $100 bills at all), but you could swap them for new style at a bank if having trouble with a particular store. Old-series currency can be an issue when trying to exchange US bills in other countries, just because it doesn't expire here, doesn't mean you can't run into issues elsewhere. Other countries have different policies, for example, over the last year the UK phased in a new five pound note, and as of last month (5/5/2017) the old fiver is no longer considered legal tender (can still swap out old fivers at the bank for now at least).  Edit: I mistook which currency you took where, and focused on US currency instead of Canadian, but it looks like it's the same story there."
1784,494618,1,What is the lifespan of a series of currency?,,"""Currency lives no more then 50 years. US currency did not expire in last 100 years, but it was reinstated few times, last one was 2009. Note that currency is not just what you hold in your hand. Currency is system of relations of money supply (currency is not money but we forced to use standard terminology), banking rules and government policy. Currency exists as long as government wants it to. In 2009 for example, US government decided it needs new currency and just printed whole new money supply. So US dollar is now counting as """"partially fresh new currency"""". It was reinstated. Not expired. But today's dollar is totally different from 90s and 00s. Will it be accepted after 200 years? Yes (probably). But most likely at that time there will be totally new US dollars. And new Euros, new Pounds and so on. Currency is method of transfer. You can have that physical coins you have, but as economic agent it will die very quickly. It is not only related to inflation, in fact, inflation is the least of your worries. If you count all currencies in the world which ever existed, most of them 99.99% are completely dead by now (with governments which supported it). Not even single one currency which lived more then 100 years. US dollar was reinstated in 1860, 1907, 1930, 1973, 1987, 2009 and  in fact it is not single currency but dozen which were allowed to be used """"for compatibility reasons""""."""
1995,39006,1,What's the purpose of having separate checking and savings accounts?,,"""For some people, it's easier to stick to a budget if they have separate checking and savings accounts because they can deposit funds directly into their savings account and not have those funds accessible by debit/credit card, checks, etc. This allows people to pay themselves first and accumulate savings, while making it slightly more difficult to spend those savings on a whim. One a more technical/legal note, one key difference in the United States comes from Regulation D. §204.2(d)(2) of the law limits you to six withdrawals from savings and money market accounts. No such limit exists for checking accounts. Regulation D also forbids banks from paying interest on business checking accounts.  In the simplest case, checking accounts and savings accounts are a tradeoff between liquidity and return. Checking accounts are much more liquid, but won't necessarily earn interest, while savings accounts are less liquid because of the withdrawal limits, but earn interest. Nowadays, however, sweep accounts blur this line somewhat because they function like checking accounts, in that you can write an unlimited number of checks, make an unlimited number of withdrawals, etc. but you can also earn interest on your account balance because some or all of the funds are """"swept"""" into an investment account when not in use. The definition of """"in use"""" can vary from business to business and bank to bank."""
1995,274369,1,What's the purpose of having separate checking and savings accounts?,,"A checking account is instant access. It can be tapped via check or debit card.  A savings account is supposed to be used to accumulate cash for a goal that is is longer term or for an emergency.  Many people need to separate these funds into different accounts to be able to know if they are overspending or falling short on their savings. In the United States the Federal Reserve also looks at these accounts differently. Money in a checking account generally can't be used to fund loans, money in a savings account can be used as a source of loans by the bank. An even greater percentage of funds in longer term accounts can be used to fund loans. This includes Certificates of Deposit, and retirement accounts."
1995,558611,1,What's the purpose of having separate checking and savings accounts?,,"If your debit card/ATM card is stolen or lost, someone else might be able to withdraw money from the checking account that it is tied to, or buy things with the card and have the money taken out of the checking account to pay the merchant. Subject to daily withdrawal limits imposed by your bank, a considerable amount of money could be lost in this way. At least in the US,  debit or ATM cards, although they are often branded Mastercard or Visa, do not provide the same level of protection as credit cards for which the liability is limited to $50 until the card is reported as lost or stolen and $0 thereafter.  Note also that the money in your savings account is safe, unless you have chosen an automatic overdraft protection feature that automatically transfers money from your savings account into the checking account to cover overdrafts. So that is another reason to keep most of your money in the savings account and only enough for immediately foreseeable needs in the checking account (and to think carefully before accepting automatic overdraft protection offers). These days, with mobile banking available via smartphones and the like, transferring money yourself from savings to checking account as needed might be a preferred way of doing things on the go (until the smartphone is stolen!)"
1995,228308,1,What's the purpose of having separate checking and savings accounts?,,"Additionally, it used to be the case that savings accounts would have a noticeably higher interest than checking accounts (if the checking account paid any at all).  So you would attempt to maximize your cash working for you by putting as much as you could into the savings account and then only transferring out what you needed to cover bills, etc into the checking account."
1996,313896,1,What happens to your ability to borrow money based on our joint finances?,,"Several factors are considered in loans as significant as a home mortgage.  I believe the most major factors are 1) Credit report, 2) Income, and 3) Employment status If you borrow jointly, all joint factors are included, not just the favorable ones.  Some wrinkles this can cause may include: Credit Report - The second person on the loan may have poor credit or no credit.  This can/will hurt your rate or even prevent them from being listed on the loan at all, which will also mean you can't include their income. In addition, there are future consequences: that any late payments, default, foreclosure, etc. will be listed on all borrower's reports. If you both have solid work history, great credit, and want to jointly own the home, then there shouldn't be any negatives.  If this is not the case, compare both cases (fully, not just rates, as some agents could sneakily say you can get the same rate either way but then not tell you closing costs in one scenario are higher), and pick the one that is best overall. This is just information from my recollection so make sure to verify and ask plenty of questions, don't go forward on assumptions."
1996,126385,1,What happens to your ability to borrow money based on our joint finances?,,The bank will consider total of both parties income for the loan qualification. Provided both parties will be listed on the mortgage.
1996,565762,1,What happens to your ability to borrow money based on our joint finances?,,"It might be worth talking to a mortgage broker, even if you don't actually end up doing business with them. Upfront Mortgage Brokers explained Finding an upfront broker near you In a nutshell, upfront brokers disclose what they are paid for their services openly and transparently. Many brokers don't, and you can't be too careful. But a consultation should be free. An experienced broker can help you to navigate the pros and cons mentioned by the other responders. Personally, I would never do business with a broker who can't/won't show me a rate sheet on the day of the lock. That's my personal acid test. You might be surprised by what the broker has to say regarding your situation. That was my experience, anyway."
2239,309077,1,Alternative to Jumbo Mortgage,,"Yes, banks still offer combo loans, but it is going to depend on the appraised value of your home. Typically lenders will allow you to finance up to 80% loan to value on the first mortgage (conforming loan amount) and 95% combined loan to value on a HELOC.   I would start by checking with your local credit union or bank branch. They have more competitive rates and can be more flexible with loan amount and appraised value guidelines."
2239,58046,1,Alternative to Jumbo Mortgage,,"You should also be aware that there are banks that do business in the US that do not deal with Fannie Mae, and thus are not subject to the rules about conforming loans.  Here is an example of a well-known bank that lists two sets of rates, with the second being for loans of $750,000 or more (meaning the first covers everything up to that) https://home.ingdirect.com/orange-mortgage/rates"
2658,30299,1,MasterCard won't disclose who leaked my credit card details,,"""As indicated in comments, this is common practice in the US as well as EU.  For example, in this Fox Business article, a user had basically the same experience: their card was replaced but without the specific merchant being disclosed.  When the reporter contacted Visa, they were told: """"We also believe that the public interest is best served by quickly notifying financial institutions with the information necessary to protect themselves and their cardholders from fraud losses. Even a slight delay in notification to financial institutions could be costly,” the spokesperson said in an e-mail statement. “Visa works with the breached entity to collect the necessary information and provides payment card issuers with the affected account numbers so they can take steps to protect consumers through independent fraud monitoring, and if needed, reissuing cards. The most critical information needed is the affected accounts, which Visa works to provide as quickly as possible.” What they're not saying, of course, is that it's in Visa's best interests that merchants let Visa know right away when a leak occurs, without having to think about whether it's going to screw that merchant over in the press.  If the merchant has to consider PR, they may not let the networks know in as timely of a fashion - they may at least wait until they've verified the issue in more detail, or even wait until they've found who to pin it on so they don't get blamed. But beyond that, the point is that it's easier for the network (Visa/Mastercard/etc.) to have a system that's just a list of card numbers to submit to the bank for re-issuing; nobody there really cares which merchant was at fault, they just want to re-issue the cards quickly.  Letting you know who's at fault is separate.  There's little reason for the issuing bank to ever know; you should find out from the merchant themselves or from the network (and in my experience, usually the former). Eventually you may well find out - the article suggest that: [T]he situation is common, but there is some good news: consumers do in many cases find out the source of the breach. But of course doesn't go into detail about numbers."""
2658,287481,1,MasterCard won't disclose who leaked my credit card details,,"I found a german article describing the legal situation in Germany. To summarize As outlined by the many possible reasons in the other answer, it is unclear from the information I have, whether condition 1 holds. Also condition 2 may not hold since the credit card was frozen. I suppose this makes a good argument to MasterCard and my bank, but I also suspect they will not care unless it comes with a attorney letterhead."
2658,364269,1,MasterCard won't disclose who leaked my credit card details,,"""Others have already commented on the impact of anything which dissuades merchants from raising possible breaches, so I won't dwell on that. Maybe we need stronger legislation, maybe we don't, but it doesn't change today's answer. Often it works the other way around to what you might expect - rather than the merchant noticing and notifying Visa/MC/others, Visa/MC/others spot patterns of suspicious activity (example 1). I don't have any data on the relative numbers of who is being notified/notifying between merchants and payment processors, but at the point when your card is identified as compromised there's no reason to suppose that an individual merchant in the traditional sense has been compromised, let alone identified. In fact because there's a fast moving investigation it could even be a false alarm that led to your card getting cancelled. Conversely it could be a hugely complex multinational investigation which would be jeopardised. It's simply not safe to assume that simply """"brand X"""" has been compromised, therefore everything """"brand X"""" knows about you is also compromised: Furthermore there's no reason to assume the merchant has even admitted to, or discovered the root cause. MC/Visa/Banks, at the point at which they're cancelling cards simply can't say (at least not in a way that might expensively backfire involving lots of lawyers) because the standard of proof needed to go on record blaming someone is simply not yet met. So: yes it's common that you aren't told anything for all of the above reasons. And of course if you really want to find out more you may have some success with your local data protection legislation and formally make a subject access request (or local equivalent) to see what that brings back. Be sure to do it in writing, to the official address of both mastercard and your bank."""
2658,508211,1,MasterCard won't disclose who leaked my credit card details,,"""File a John Doe lawsuit, """"plaintiff to be determined"""", and then subpoena the relevant information from Mastercard.  John Doe doesn't countersue, so you're pretty safe doing this.  But it probably won't work.  Mastercard would quash your subpoena.  They will claim that you lack standing to sue anyone because you did not take a loss (which is a fair point).    They are after the people doing the hacking, and the security gaps which make the hacking possible.  And how those gaps arise among businesses just trying to do their best.  It's a hard problem.  And I've done the abuse wars professionally.  OpSec is a big deal.  You simply cannot reveal your methods or even much of your findings, because that will expose too much of your detection method.  The ugly fact is, the bad guys are not that far from winning, and catching them depends on them unwisely using the same known techniques over and over.  When you get a truly novel technique, it costs a fortune in engineering time to unravel what they did and build defenses against it.  If maybe 1% of attacks are this, it is manageable, but if it were 10%, you simply cannot staff an enforcement arm big enough - the trained staff don't exist to hire (unless you steal them from Visa, Amex, etc.)  So as much as you'd like to tell the public, believe me, I'd like to get some credit for what I've done -- they just can't say much or they educate the bad guys, and then have a much tougher problem later.  Sorry!  I know how frustrating it is! The credit card companies hammered out PCI-DSS (Payment Card Industry Data Security Standards).  This is a basic set of security rules and practices which should make hacking unlikely.  Compliance is achievable (not easy), and if you do it, you're off the hook.  That is one way Amy can be entirely not at fault.  Example deleted for length, but as a small business, you just can't be a PCI security expert.  You rely on the commitments of others to do a good job, like your bank and merchant account salesman.  There are so many ways this can go wrong that just aren't your fault.   As to the notion of saying """"it affected Amy's customers but it was Doofus the contractor's fault"""", that doesn't work, the Internet lynch mob won't hear the details and will kill Amy's business. Then she's suing Mastercard for false light, a type of defamtion there the facts are true but are framed falsely.   And defamation has much more serious consequences in Europe.  Anyway, even a business not at fault has to pay for a PCI-DSS audit.  A business at fault has lots more problems, at the very least paying $50-90 per customer to replace their cards.  The simple fact is 80% of businesses in this situation go bankrupt at this point.   Usually fraudsters make automated attacks using scripts they got from others.  Only a few dozen attacks (on sites) succeed, and then they use other scripts to intercept payment data, which is all they want. They are cookie cutter scripts, and aren't customized for each site, and can't go after whatever personal data is particular to that site. So in most cases all they get is payment data. It's also likely that primary data, like a cloud drive, photo collection or medical records, are kept in completely separate systems with separate security, unlikely to hack both at once even if the hacker is willing to put lots and lots of engineering effort into it.  Most hackers are script kiddies, able to run scripts others provided but unable to hack on their own.   So it's likely that """"none was leaked"""" is the reason they didn't give notification of private information leakage.  Lastly, they can't get what you didn't upload.  Site hacking is a well known phenomenon.  A person who is concerned with privacy is cautious to not put things online that are too risky.  It's also possible that this is blind guesswork on the part of Visa/MC, and they haven't positively identified any particular merchant, but are replacing your cards out of an abundance of caution."""
3159,114435,1,At what point does it become worth it to file an insurance claim?,,"An article linked from cnn.com has some great advice, which I think are good rules of thumb. Also, at least my insurance gives a premium price for those who haven't filed a claim in 5 or more years for homeowners or rental insurance. See if you have a similar discount, will loose it, and guess how much that will cost you over 5 years. My rule of thumb: Your premium might go up quite a bit, possibly as much as triple, especially for a large claim. But, it is certainly worth it if you are going to get more than triple your premium through your claim. The worst case: Mortgage mandated insurance, which will be about triple your current cost."
3159,477468,1,At what point does it become worth it to file an insurance claim?,,"At what point can you not afford the repair, and how will that repair affect your home? In your scenario, you would be claiming $1, which I could agree is universally bad. A good tip is to raise the deductible to the point you feel you can cover on your own so you aren't tempted.  (It would lower your premium too) This is what an emergency fund is for.  In your examples, if you have $10K in an emergency fund, don't file a claim.  If you have no emergency fund, and your roof is missing, I would suggest filing a claim. If you have no money, but the claim is to fix something that you could ignore (missing a back porch?  Lock the back door and don't go out of it) then save the $10K and pay for it out of pocket. When it doubt, pay for it out of pocket if possible."
3159,466976,1,At what point does it become worth it to file an insurance claim?,,"""We learned the hard way on this one.  First, our area was hit with what was called an """"inland hurricane"""" where we forced to file a claim as our home received extensive damage.   Within the same year, we also incurred an electrical surge which took out our older big screen tv (one of those big monstrosities that sits on the floor).  We were granted full replacement with a more modern flat screen TV, TV stand, and DVD player.  It seemed like a no brainer. We quickly found it as our premium went up that it wasn't that sweet.  It wasn't a huge increase, but it definitely has us truly evaluate if it's really necessary filing a claim."""
3185,305226,1,Escrow Removal Fee?,,"""Assume they do not overwithhold. You pay in $500/mo, and every time it hits $3000, they pay the tax. Engineers call this a sawtooth function, it looks like this.  The average balance is not $3000, but close to $1500. The very simple math is $1500 * rate * years.  It looks like your equation except it's not 58, it's just the years. And the question is whether you can make more than $850 on $1500 average before you sell. I wouldn't be so quick to plug in 29 years, as the average home ownership is 7 years, and depending, who knows if a refinance is in your future?  The bottom line - How long would it take you to get a 57% return (2350/1500)? Ironically, the most responsible (and risk averse) person would say """"decades. Banks offer less than 1%."""" even an 8% market return, while not guaranteed, is close to 7 years. But, if you carry 18% credit card debt, you can pay it down a bit each month and let it float back up every 6 months. Less than 4 years to break even."""
3185,444390,1,Escrow Removal Fee?,,"Consider that the bank of course makes money on the money in your escrow. It is nothing but a free loan you give the bank, and the official reasons why they want it are mostly BS - they want your free loan, nothing else. As a consequence, to let you out of it, they want the money they now cannot make on your money upfront, in form of a 'fee'. That explains the amount; it is right their expected loss by letting you out. Unfortunately, knowing this doesn't change your options. Either way, you will have to pay that money; either as a one-time fee, or as a continuing loss of interest. As others mentioned, you cannot calculate with 29 years, as chances are the mortgage will end earlier - by refinancing or sale. Then you are back to square one with another mandatory escrow; so paying the fee is probably not a good idea. If you are an interesting borrower for other banks, you might be able to refinance with no escrow; you can always try to negotiate this and make it a part of the contract. If they want your business, they might agree to that."
3497,248697,1,Can banks deny that you've paid your loan?,,"Maybe there's more to this story, because as written, your sister seems, well, a little irrational. Is it possible that the bank will try to cheat you and demand that you pay a loan again that you've already paid off? Or maybe not deliberately cheat you, but make a mistake and lose track of the fact that you paid? Sure, it's POSSIBLE. But if you're going to agonize about that, what about all the other possible ways that someone could cheat you? What if you go to a store, hand over your cash for the purchase, and then the clerk insists that you never gave him any cash? What if you buy a car and it turns out to be stolen? What if you buy insurance and when you have a claim the insurance company refuses to pay? What if someone you've never met or even heard of before suddenly claims that you are the father of her baby and demands child support? Etc etc. Realistically, banks are fanatical about record-keeping. Their business is pretty much all about record-keeping. Mistakes like this are very rare. And a big business like a bank is unlikely to blatantly cheat you. They can and do make millions of dollars legally. Why should they break the law and risk paying huge fines and going to prison for a few hundred dollars? They may give you a lousy deal, like charge you outrageous overdraft fees and pay piddling interest on your deposit, but they're not going to lie about how much you owe. They just don't. I suggest that you not live your life in fear of all the might-be's. Take reasonable steps to protect yourself and get on with it. Read contracts before you sign, even if the other person gets impatient while you sit there reading. ESPECIALLY if the other person insists that you sign without reading. When you pay off a loan, you should get a piece of paper from the bank saying the loan has been paid. Stuff this piece of paper in a filing cabinet and keep it for years and years. Get a copy of your credit report periodically and make sure that there are no errors on it, like incorrect loan balances. I check mine once every year or two. Some people advise checking it every couple of months. It all depends how nervous you are and how much time you want to spend on it. Then get on with your life. Has your sister had some bad experience with loans in the past? Or has she never borrowed money and she's just confused about how it works? That's why I wonder if there's more to the story, if there's some basis for her fears."
3497,140038,1,Can banks deny that you've paid your loan?,,"Yes, if their record keeping is faulty or failed. It is best to keep all records of repayment.  Incomplete records such as signing for a loan yet no repayment receipt can be at least a headache and at most expensive. The most important document is a record of 0 balance then there is nothing that the courts will allow creditors to collect if their records are faulty."
3497,159273,1,Can banks deny that you've paid your loan?,,"If the loan is for a car, or mortgage there is specific paperwork that is processed when the loan payments have been completed. For other types of loans ask the lender, what will they give you regarding the payoff of the loan. Keep this paperwork, in hard copy and electronic form forever."
3556,319894,1,What do Earnings Per Share tell potential shareholders?,,
3556,288403,1,What do Earnings Per Share tell potential shareholders?,,"Earnings per share is the company profit (or loss), divided by the number of outstanding shares. The number should always be compared to the share price, so for instance if the EPS is $1 and the share price is $10, the EPS is 10% of the share price. This means that if the company keeps up this earning you should expect to make 10% yearly on your investment, long term. The stock price may fluctuate, but if the company keeps on making money you will eventually do so too as investor. If the EPS is low it means that the market expects the earnings to rise in the future, either because the company has a low profit margin that can be vastly improved, or because the business is expected to grow. Especially the last case may be a risky investment as you will lose money if the company doesn't grow fast enough, even if it does make a healthy profit. Note that the listed EPS, like most key figures, is based on the last financial statement. Recent developments could mean that better or worse is generally expected. Also note that the earnings of some companies will fluctuate wildly, for instance companies that produce movies or video games will tend to have a huge income for a quarter or two following a new release, but may be in the negative in some periods. This is fine as long as they turn a profit long term, but you will have to look at data for a longer period in order to determine this."
