query-id,corpus-id,score,text_x,text_y
762145,3433361,1,what is jcb card,"A JCB card is a credit card issued by the Japan Credit Bureau. It is the leading credit card in Japan mainly due to the superior service offered by the JCB company. To date, JCB cards are accepted and honored in 190 countries around the world."
515912,4104069,1,the enzyme catalyzed by reverse transcriptase is,"Each of these activities is required during the process of reverse transcription to convert the single-stranded RNA genome into a double DNA copy, which in turn becomes integrated into the host chromosome of the infected cell catalyzed by a second pol gene-encoded enzyme, called integrase.everse Transcriptase. Reverse transcriptase catalyzes the formation of double-stranded deoxyribonucleic acid (DNA) from a single-stranded ribonucleic acid (RNA) genome."
993324,2491725,1,where is sparta tn,"Sparta, TN. Sponsored Topics. Sparta is a city in White County, Tennessee, United States. The population was 4,599 at the 2000 census. It is the county seat of White County. It was the hometown of Lester Flatt of the bluegrass music legends Flatt and Scruggs."
389050,5357052,1,hpv vaccine cost with insurance,"1 For patients not covered by health insurance, the cost of HPV vaccination typically includes: shot administration fees and the cost of the three required doses of the vaccine at about $125 each, for a total of $400 to $500."
964809,2954466,1,where all can a pulse ox be placed?,Putting on the probe. â¢ The probe should be put on the patient correctly to ensure. the oximeter works correctly. â¢ The oximeter is supplied with a finger probe. For some. oximeters ear probes are also available and are also. described here. â¢ Probes are carefully designed so that they can shine light. through the finger and detect it on the other side.
690087,2128240,1,what is a marginal customer,Glossary > Forex > customer margin. customer margin. A method of creating an assurance on the part of both buyers and sellers of futures contracts that all contract obligations will be fulfilled. Customer margins are established individually based on the amount of risk Exposure and the size of the contract. Browse by Subjects.
53868,5553899,1,biographie first ascent female,"Hardest Female First Ascent Ever for 15-Year Old Laura Rogora? Laura Rogora, age 15, has made the first ascent of La Gasparata, 8c+/9a (5.14c/d) at Collepardo, near Rome, after spending only four days on the route. This is one of only a couple of climbs in the running to be the hardest first ascent ever made by a female athlete, and certainly fits Rogora into an extremely elite group of young climbers."
103606,1907961,1,cost of diabetes in us,"For people diagnosed with diabetes at age 50 years, the discounted lifetime excess medical spending was $91,200 ($135,600 if not discounted); for those diagnosed at age 60 years, it was $53,800 ($70,200); and for those diagnosed at age 65 years, it was $35,900 ($43,900)."
142637,6105588,1,dextrose dangers,Side effects of dextrose include: swelling (edema) blood clot in a vein; abnormal rapid breathing; fever; severe dehydration in diabetes ; excess fluid in the blood ; inflammation of a vein; diarrhea; abnormal thirst; excess fluids in the lungs; bleeding on the brain (cerebral hemorrhage) mental confusion; unconsciousness; low blood flow to the brain
425667,1232701,1,is the address of american vision center in the king of prussia shopping center in pennsylvania,"American Vision At The Court 407 Mall Blvd, King Of Prussia Pennsylvania 19406 (PA) (610) 265-3800"
916163,788922,1,what university is in boone nc,"Boone is the home of Appalachian State University, a constituent member of the University of North Carolina. Appalachian State is the sixth largest university in the seventeen-campus system. Caldwell Community College & Technical Institute also operates a satellite campus in Boone."
108367,6170512,1,cost per square foot for painting interior,The total cost for painting an interior will run about $1.02 per square foot (about $390 for the for a 12x12 room) of wall space being painted.
1027773,3841791,1,who formed the vietminh league and why,"Inspired by Chinese and Soviet communism, Ho Chi Minh formed the Viet Minh, or the League for the Independence of Vietnam, to fight both Japan and the French colonial administration. Japan withdrew its forces in 1945, leaving the French-educated Emperor Bao Dai in control of an independent Vietnam.nspired by Chinese and Soviet communism, Ho Chi Minh formed the Viet Minh, or the League for the Independence of Vietnam, to fight both Japan and the French colonial administration. Japan withdrew its forces in 1945, leaving the French-educated Emperor Bao Dai in control of an independent Vietnam."
775737,3743339,1,what is necessary for amino acids,"Proteins can also be very important in communication in the body â insulin, for example, is a protein. In fact, if you take away the water, 75% of our bodies are protein. All of these proteins require the right amino acids found in our bodies and our diets to be made. Can't make amino acids."
40414,1880836,1,average precipitation in williston nd,"Williston's coldest month is January when the average temperature overnight is -3.3Â°F. In July, the warmest month, the average day time temperature rises to 83.4Â°F. The driest month in Williston is February with 0.39 inches of precipitation, and with 2.36 inches June is the wettest month."
479821,721432,1,president elect elect,"President-elect of the United States is the title used for an incoming President of the United States in the period between the general election on Election Day in November and noon eastern standard time on Inauguration Day, January 20, during which the president-elect is not in office yet.he Congressional Research Service (CRS) of the Library of Congress, in its 2004 report Presidential and Vice Presidential Succession: Overview and Current Legislation, discussed the question of when candidates who have received a majority of electoral votes become President-elect."
578961,790105,1,what biome is the ocelot found,"643 pages on this wiki. [view] â¢ [talk] The Ocelot is a tamable animal mob that first appeared in Minecraft Snapshot 12w04a. Ocelots only spawn and are found in the Jungle Biome, which was also added in the Snapshot.43 pages on this wiki. [view] â¢ [talk] The Ocelot is a tamable animal mob that first appeared in Minecraft Snapshot 12w04a. Ocelots only spawn and are found in the Jungle Biome, which was also added in the Snapshot."
66935,4268429,1,can echo dot connect to bluetooth speaker,"Answer Wiki. The Amazon Echo Dot has a 3.5mm line out so if you have an older set of speakers or stereo system you may want to get a 3.5mm to RCA cable (or others, depending on your speakers). You can also connect Bluetooth speakers or systems to the Echo Dot. If I misunderstood your question and you have passive speakers, you will need an amplifier before you can connect your speakers with the Echo Dot, as the 3.5mm line out requires active speakers."
978519,3004510,1,where is borneo located on a map,"Borneo is surrounded by the South China Sea to the north and northwest, the Sulu Sea to the northeast, the Celebes Sea and the Makassar Strait to the east, and the Java Sea and Karimata Strait to the south. To the west of Borneo are the Malay Peninsula and Sumatra.he sovereign state of Brunei, located on the north coast, comprises about 1% of Borneo's land area. Antipodal to an area of Amazon rainforest, Borneo is itself home to one of the oldest rainforests in the world."
437508,487785,1,largest trucking companies in the us,"3. Schneider national. This is the largest privately owned trucking company in the US. Its headquarters are in Wisconsin and Green Bay. This trucking company now operates 14,000 tractors, 40,000 trailers, and most of all, it has partnered with over 6,000 carriers."
605079,277979,1,what county is denville nj,"Denville is known as the Hub of Morris County for its location along major transportation routes at the center of the county. In 1988, as part of the town's 75th anniversary celebration, a time capsule was buried that contained artifacts from that era."
313452,5492696,1,how much does cobra cost per month,"Prior to leaving your job, you were paying $192 a pay period, or $384 a month for your family of four to be on the companyâs health plan. Your COBRA packet comes in the mail and you are sticker-shocked. The same health plan for your family is now $768 a month. As it turns out, your employer was paying 50% of the cost of your health plan and now that you are now longer employed there, you are responsible for 100% of the premium payment."
763898,6302608,1,what is l guarana caffeine,"Guarana (Paullinia cupana) is a sacred plant that originated in the Amazonian forest and was used for more than 3,000 years by the Indians. Guarana has become very well known as a highly effective tonic plant, thanks in no small part to the fact that it contains 4-5 times more caffeine (guaranine) than coffee itself.uarana is a plant that is used by many people, particularly in Brazil, but as is the case with coffee, which is used by millions of people throughout the world, this is not to say that it is necessarily good for general health."
197575,6650068,1,guffaw definition,A guffaw is defined as a hearty and enthusiastic burst of laughter. A loud enthusiastic laugh is an example of a guffaw.
1011640,5015855,1,which is larger continental us or brazil?,"Report Abuse. USA is bigger than Australia Ranking by land area. 1. Russia 17,098,242 sq.km 2.Canadia 9,970,610 sq.km 3. China 9,598,0861 (china only due to polical status of taiwan) 9,640,8212 (incl. taiwan) 4. USA 9,629,091(larger than china f taiwan is not included.) 5. Brazil 8,514,877 6."
830061,5277886,1,what is the max amount of hours for part time,"Part time is typically any hours under 40. Although, in collegiate settings, work-study positions are typically held to a maximum of 20 hours per week. The maximum hours considered part-time would be 39.99. Compurednek Â· 9 years ago."
620056,596278,1,what did the first continental congress do in response to the intolerable acts?,"The Continental Congress. In 1774, the British Parliament passed a series of laws collectively known as the Intolerable Acts, with the intent to suppress unrest in colonial Boston by closing the port and placing it under martial law. In response, colonial protestors led by a group called the Sons of Liberty issued a call for a boycott."
866305,3435805,1,what kind of antibiotics used for std?,Antibiotics for Chlamydia - Ofloxacin Ofloxacin is a synthetic chemotherapeutic antibiotic of the fluoroquinolone drug class considered to be a second-generation fluoroquinolone. It is a antibiotic that is used to treat bacterial infections. Ofloxacin stops the multiplication o >>>>>.
948500,508117,1,when does time change begin,"When is Daylight Savings Time 2015 End-Week no. 45, Sunday, 1st November. When is Daylight Savings Time 2016 Start-Week no. 12, Sunday, 13th March. For more interesting information like Disadvantages of Daylight Savings Time and other fun explanation watch following video by The Young Turks."
793287,5319550,1,what is sales tax rate in lower burrell pa,"The unemployment rate in Lower Burrell, Pennsylvania, is 6.10%, with job growth of 0.81%. Future job growth over the next ten years is predicted to be 35.51%. Lower Burrell, Pennsylvania Taxes. Lower Burrell, Pennsylvania,sales tax rate is 6.00%."
750975,8653506,1,what is giblets,"Giblets is a culinary term used to refer to the internal organs of poultry carcasses â namely, the heart, liver, and gizzard. The origin of the word comes from gibier, which is the Old French word for game.."
321174,458829,1,how much is a period of a wave,"The period of a wave is the time for a particle on a medium to make one complete vibrational cycle. Period, being a time, is measured in units of time such as seconds, hours, days or years. The period of orbit for the Earth around the Sun is approximately 365 days; it takes 365 days for the Earth to complete a cycle.nswer: 0.0195 sec. Here is an example of a problem with a lot of extraneous information. The period is simply the reciprocal of the frequency. In this case, the period is 1/(51.2 Hz) which is 0.0195 seconds."
93994,268483,1,coca cola international contact number,"Our Offices:Always Collectors Corner 430 Alisal Rd #1464 Solvang, CA 93464 US Phone/Fax: 805-688-0477Phone lines are answered 8 am to 2 pm Pacific Time Weekdays. Closed Weekends and Holidays. Join Coca-Cola Email List for what's new, sales and free stuff!rder Questions: If you need help or have any other questions concerning your order, please email us or call: 805-688-0477. Unfortunately, we have NO information or can suggest a value for YOUR Coca-Cola collectible."
196042,332652,1,google what does averse mean,"Averse is used of persons and means âfeeling opposed or disinclinedâ; it often occurs idiomatically with a preceding negative to convey the opposite meaning âwilling or agreeable,â and is not interchangeable with adverse in these contexts: We are not averse to holding another meeting."
1061558,3339102,1,why can children be darker than parents,Their dark color is readily explained by laws of genetic skin color inheritance whereby two mulattoes can produce a child darker than either parent. The children referred to in the census data had mulatto mothers and either mulatto or black fathers.heir dark color is readily explained by laws of genetic skin color inheritance whereby two mulattoes can produce a child darker than either parent. The children referred to in the census data had mulatto mothers and either mulatto or black fathers.
197909,3672134,1,habitat isolation definition,"Allopatric speciation (from the ancient Greek allos, other + Greek patrida, fatherland) or geographic speciation is speciation that occurs when biological populations of the same species become isolated due to geographical changes such as mountain building or social changes such as emigration."
608919,6076046,1,what county is lynchburg virginia,"Department Of Mines, M. & Virginia. Department Of Transportation. (1993) Campbell County, city of Lynchburg, Virginia: 1:50 000-scale topographic map. Reston, Va.: The Survey. [Map] Retrieved from the Library of Congress, https://www.loc.gov/item/94684540/."
205976,5300823,1,hotels in carrizozo new mexico,"The nearest Expedia hotel is the Sands Motel and RV Park, New Mexico, which is located 5 miles from the heart of Carrizozo. Another nearby alternative is the Rainbow Inn & Cottages, in New Mexico, 6 miles from the middle of Carrizozo. For those who are in the center of Carrizozo, it is 6 miles to the Four Winds Motel."
1169410,4560115,1,thixotropic index definition,Thixotropic Index (TI) Definition - What does Thixotropic Index (TI) mean? This is a ratio between the slow speed viscosity to the high speed viscosity of a non-Newtonian body. It is obtained from dividing the viscosity number at low speed by the viscosity number at high speed of a given fluid. It therefore defines how well the fluid will hang or resist sagging under gravity.
161366,6661788,1,do you use modifier if patient is in hospice,** Condition Code 07-The patient has elected hospice care; but the provider is not treating the patient for the terminal condition. ** GW modifier-Service not related to the hospice patients terminal condition. ** GV modifier-Attending physician not employed or paid under agreement by the patientâs hospice provider.
385928,1338357,1,how to view a midi file,"Noteman says: View the Importing MIDI files QuickStart Video for an overview. 1  Choose File > Open. 2  From the Files of type drop-down menu, select MIDI File (*.mid). 3  Double-click the desired document name.  Specify the way in which you want the MIDI file extracted onto Finale staves."
394275,552753,1,in what state is cincinnati,"Cincinnati is a city in the state of Ohio and is considered the  third largest within the state. Other major cities in Ohio include  Columbus, Toledo and Cleveland."
518092,1058480,1,the other side lyrics evanescence,\nOn the day that I see you on the other side. \nCome and take me home. Make me whole again. \nOpen your eyes. \nTaunted by the shadows of your lies. \nCold and far away. \nLike you're not even mine. \nUndo everything and take me high. \nNever believing what they say. \nCause I'm...
