query-id,corpus-id,score,text_x,text_y
21899,5594834,1,are coyotes dogs,"1 Coyotes are also very protective of their young and will attack dogs that get too close to their den and pups. 2  Note: The list of killers of domestic cats and dogs includes other dogs and cats, vehicles, bears, cougars, bobcats, foxes, disease, and furious neighbors! 3  Most hunting activity takes place at night."
663642,7856391,1,what genre is the grisha series,"Shadow and Bone is the first novel of the fantasy-adventure Grisha trilogy, written by American author Leigh Bardugo.ublished on June 5, 2012, the novel is narrated by Alina Starkov, a teenage orphan who grows up in the land of Ravka before her entire life changes after unexpectedly harnessing a power she never knew she had to save her best friend. In late September 2012 David Heyman purchased film rights to Shadow and Bone."
547020,2195116,1,webster definition of people pleasing,pleasure - a fundamental feeling that is hard to define but that people desire to experience; he was tingling with pleasure. 2. pleasure - something or someone that provides pleasure; a source of happiness; a joy to behold; the pleasure of his company; the new car is a delight.
878514,6313126,1,what molecule group do rna belong to,Hi Stephen--. DNA and RNA are both polymers that belong to a general class of biological molecules known as nucleic acids. DNA (deoxyribonucleic acid) is the fundamental molecule that stores genetic information in all organisms (except some viruses).i Stephen--. DNA and RNA are both polymers that belong to a general class of biological molecules known as nucleic acids. DNA (deoxyribonucleic acid) is the fundamental molecule that stores genetic information in all organisms (except some viruses).
1055705,3263967,1,who was the cherokee confederate general during the civil war,"Degataga, lit. 'Stand firm') (December 12, 1806 â September 9, 1871) â also known as Standhope Uwatie, Tawkertawker, and Isaac S. Watie â was a leader of the Cherokee Nation, and not only a brigadier general of the Confederate States Army during the American Civil War, but the only Native American general of the Confederate Army."
272189,1207698,1,how long to soak white beans,"Soaking shortens the cooking time and makes the beans more digestible. To soak, cover the washed beans with four times their volume of water (no salt yet), then choose one of these soaking techniques. 1  Normal soak: Leave the beans to soak for at least 8-10 hours (larger beans need more time). 2  Quick soak: Bring the beans to a boil for one minute, cover, and let sit for one hour."
320306,4433694,1,how much hourly is a mediator,"Unlike Detente where we have bite sized two or three hour sessions at a time, a traditional mediation is usually an eight to twelve hour marathon during which the mediator and each of the lawyers charge hourly fees. A traditional divorce mediator's fees in the Metroplex may range from $200 to $750 per hour."
540469,668945,1,was nearly eradicated when society decided to mass produce and use a vaccine created by jonas salk.,Polio was nearly eradicated when society decided to mass produce and use a vaccine created by Jonas Salk. Polio was a big issue but they managed to cure it with a vaccine. Comments.
1037643,5348341,1,who is reverend parris,"Reverend Samuel Parris (1653-1720) - Samuel Parris was the Puritan minister in Salem Village, Massachusetts during the Salem witch trials, as well as the father of one of the afflicted girls, Elizabeth Parris, and the uncle of another -- Abigail Williams.e died in Sudbury on February 27, 1720. Parris was replaced by the Reverend Joseph Green in 1697, a man who genuinely wanted to heal Salem and started the village on the long and uncertain road to recovery."
754244,915567,1,what is heart diseases,"Coronary heart diseaseâoften simply called heart diseaseâis the main form of heart disease. It is a disorder of the blood vessels of the heart that can lead to heart attack. A heart attack happens when an artery becomes blocked, preventing oxygen and nutrients from getting to the heart."
455052,1280807,1,mitochondria meaning,"U.S. National Library of Medicine (5.00 / 1 vote) Rate this definition: Mitochondria. Semiautonomous, self-reproducing organelles that occur in the cytoplasm of all cells of most, but not all, eukaryotes. Each mitochondrion is surrounded by a double limiting membrane. The inner membrane is highly invaginated, and its projections are called cristae."
883093,4805351,1,what or who is vocalese,"What is Vocalese? Vocalese is the setting of lyrics to established jazz orchestral instrumentals. The word was coined by jazz critic Leonard Feather to describe the first Lambert, Hendricks, & Ross album, Sing a Song of Basie."
1069441,3430025,1,why is arsenate toxic,"Share. Arsenic is an element that is extremely toxic to human health. Despite this, or maybe because of it, humans have used arsenic in many capacities-as an insecticide, as a toxic agent of war, and even as a wood preservation.However, its use in countless industrial applications has contributed to pollution at all levels.espite this, or maybe because of it, humans have used arsenic in many capacities-as an insecticide, as a toxic agent of war, and even as a wood preservation. However, its use in countless industrial applications has contributed to pollution at all levels."
969368,3057231,1,where did the arrival of the pilgrims occur,"Pilgrims in America. The first Pilgrims in America were nearly defeated by the harsh conditions they faced when they arrived in New England. Introduction. Some 100 people, many of them seeking religious freedom in the New World, set sail from England on the Mayflower in September 1620. That November, the ship landed on the shores of Cape Cod, in present-day Massachusetts."
1077680,3824272,1,will my gum infection go away itself,"Most abscesses are painful, so people usually seek treatment right away. Sometimes the infection causes little or no pain. If an abscess is not treated, the infection can last for months or even years. It will not go away on its own, so it's important not to ignore the symptoms.here are two types of abscesses: 1  A gum abscess (also called a periodontal abscess) usually is caused by an infection in the space between the tooth and gum. 2  A tooth-related abscess (also called a periapical abscess) occurs inside the tooth."
962412,4817610,1,when was the term african american first used,"The origin of the term âAfrican Americanâ. info The origin of the term âAfrican Americanâ. Jesse Jackson may have popularized the term in the late 1980s, but a Yale researcher finds what may very well be the very first written instance of African American - and it was published 233 years ago. Lawrence explains in his latest Rewrite. ... more Duration: {{video.duration.momentjs}}."
25667,759930,1,are there enzymes in mitochondria,"Mitochondrial matrix also consists of a wide variety of enzymes for kreb s cycle, amino acid metabolism, protein metabolism, nucleic acid metabolism and fatty acid oxidation. Mitochondrial DNA found in the matrix is found in multiple copies from 40 to 60 or more.itochondrial matrix is also involved in citric acid cycle, where energy rich co-enzymes like FADH2 and NADH2 are produced. They are then taken up by cristae membranes, where they are step wisely and sequentially oxidized. During this process, the energy released is used for the synthesis of ATP."
761081,5111064,1,what is it called for a person who wants authority,"Apparent authority (also called ostensible authority) exists where the principal's words or conduct would lead a reasonable person in the third party's position to believe that the agent was authorized to act, even if the principal and the purported agent had never discussed such a relationship."
334712,2308632,1,how old is connie britton,"Single mother Connie Britton opted for comfort over style as she arrived at the airport to catch a flight with her toddler son. The Nashville star, who plays a glamorous Country singer in the ABC show, was spotted heading through LAX with her adopted son Eyob, who is now 22-months-old. Connie, 45, carried her little man in a sling and went make-up free for her outing, dressing down in jeans and a woolly blue jumper."
846970,3134943,1,what is the size of a typical starbucks store,"The average Starbucks store size varies depending on urban versus suburban location, but the newer free-standing locations range from 1,700 - 2,700 SF situated on 0.50 - 1.00+/- of land. The prototypical store model offers a drive-thru window and the configuration is adaptable to a variety of alternative uses."
909703,5446200,1,what two colors of light drive most of photosynthesis?,"The red and violet-blue light emitted from the sun are absorbed by the chlorophyll and used to drive most of photosynthesis. The green light is not absorbed and then reflected back which gives the leaves of plants their green color, according to the Central Michigan University. Continue Reading."
437092,5303693,1,largest planet in the universe,Not to be confused with List of most massive stars. Relative sizes of the planets in the Solar System and some of the largest stars: 1  Mercury < Mars < Venus < Earth.  Earth < Neptune < Uranus < Saturn < Jupiter.
744733,5923157,1,what is escalated,"See more synonyms on Thesaurus.com. verb (used with or without object), escalated, escalating. 1. to increase in intensity, magnitude, etc.: to escalate a war; a time when prices escalate."
807076,6295135,1,what is the average salary of a nurse practitioner,"Psychiatric nurse practitioners are capable of earning an average of between $65,000 and $95,000 per year, which is the third highest paying job within the nursing industry. However, there are factors which can influence how much a psychiatric nurse receives, including:sychiatric nurse practitioners are capable of earning an average of between $65,000 and $95,000 per year, which is the third highest paying job within the nursing industry. However, there are factors which can influence how much a psychiatric nurse receives, including:"
240828,6433498,1,how long before workout for protein shake,"You can have the protein shake before exercise as long as you donât eat too close to your workout. A protein shake consumed right before your workout may cause you to experience stomach discomfort during exercise. Instead, you can have the protein shake as part of a meal two to four hours before your workout. Pair the protein shake with a carbohydrate option, such as a bagel, piece of fruit or serving of cereal. Within 30 minutes of your workout, take one serving of a protein shake. The advantage of consuming protein after exercise is that the nutrient will help aid in the repair and recovery of your muscles."
829151,2603734,1,what is the magical properties of a full moon,"Timing your Magick with the Moon. Timing your magick with the phases of the Moon is essential for success. A rule of thumb is to remember for white magick, this is best done while the moon is waxing (increasing in light; new to full). The best time is as close to the full moon as possible. Love spells, acquiring a new job, wealth success, and so forth. When the moon is waning (decreasing in light; full to new), this is the best time for success in black magick and works of destruction, the best time being as close to the new moon as possible."
988191,4349474,1,where is montevideo,"Sponsored Topics. Montevideo ( /ËmÉntÉvÉªdi.oÊ/) is a city in Chippewa County, Minnesota, United States. The population was 5,383 at the 2010 census. It is the county seat of Chippewa County. During the 18th century, Europeans established a fur-trading post near the rivers and traded with Native Americans in the area."
948500,508117,1,when does time change begin,"When is Daylight Savings Time 2015 End-Week no. 45, Sunday, 1st November. When is Daylight Savings Time 2016 Start-Week no. 12, Sunday, 13th March. For more interesting information like Disadvantages of Daylight Savings Time and other fun explanation watch following video by The Young Turks."
1171126,2874103,1,resume prep service cost,"How much resume services should cost. Prices paid and comments from CostHelper's team of professional journalists and community of users. Professionally written resumes range from about $80 to $349. Most full-service packages, which can include cover and thank-you letters tailored to prospective employers, can cost between $229 and $699. Resume Crafters offers its standard service for $80. For example, ResumeWriters.com sells packages starting at $269."
258477,1112243,1,how long does it takes to get raf payment,"You may also be able to get into the RAF through an apprenticeship scheme. There are apprenticeships available in areas such as aviation operations, engineering, IT and hospitality and catering. You can find out more from the RAF website.Youâll also need to have a series of background checks.ouâll visit RAF bases and develop some of the key skills that the RAF will be looking for in the selection process. Find out more from the Air Cadets website. Itâs normal to sign up to the RAF for a minimum of between 6 and 12 years but you could extend your service beyond this."
567868,1743802,1,what are the causes and types of necrosis?,"This lack of signalling makes it harder for the immune system to locate and recycle dead cells which have died through necrosis than if the cell had undergone apoptosis. The release of intracellular content after cellular membrane damage is the cause of inflammation in necrosis. There are many causes of necrosis including injury, infection, cancer, infarction, toxins and inflammation. Severe damage to one essential system in the cell leads to secondary damage to other systems, a so-called cascade of effects. Necrosis can arise from lack of proper care to a wound site."
1163573,236001,1,"what county is tarpon springs, fl in","Tarpon Springs is a city in Pinellas County, Florida, United States. The population was 21,003 at the 2000 census. According to the U.S. Census Bureau's 2004 estimates, the city had a population of 22,554. Tarpon Springs is notable for having the highest percentage of Greek-Americans of any city in the US. Downtown Tarpon has long been a focal point and is currently undergoing beautification. According to the United States Census Bureau, the city of Tarpon Springs has a total area of 16.9 square miles (43.7 kmÂ²). 9.1 square miles (23.7 kmÂ²) of it is land and 7.7 square miles (20.0 kmÂ²) of it (45.83%) is water."
1156565,964095,1,what is asknow,"Asknow is an outstanding psychic network that really seems to go the extra mile in all they do. Excellent psychics, exemplary customer service and ease of use make this network one you can rely on. Welcome To My Site"
993847,2272469,1,where is suwanee station,"The Pointe at Suwanee Station is located in Suwanee, Georgia in the 30024 zip code. This apartment community was built in 2006 and has 3 stories with 336 units. Office Hours."
774310,2638555,1,what is multiple streams,Definition of Multiple Streams of Income. Multiple streams of income means that you have income from several different sources. If one source stops or is eliminated you can rely on another source. Sometimes it takes a while to establish your individual streams of income. If you have income coming in from your full-time job that represents one source of income.
90577,3349649,1,character literals are enclosed in ________; string literals are enclosed in ________.,"String literals can be formed by enclosing, the character being represented, in double quotes. NOTE: Double quote characters, in string literals enclosed by double quotes, are represented as a pair of double quote characters."
775737,3743339,1,what is necessary for amino acids,"Proteins can also be very important in communication in the body â insulin, for example, is a protein. In fact, if you take away the water, 75% of our bodies are protein. All of these proteins require the right amino acids found in our bodies and our diets to be made. Can't make amino acids."
969534,4691004,1,where did the first humans live,"When did the first humans live on earth? The Human species evolved 200,000 years ago, the modern division of the Human race is claimed by random scientists who don't know what they're talking about 10,000 years ago. â¦  We are Homo Sapiens, scientists call the last 10,000 years of us Homo Sapiens Sapiens."
572794,420184,1,what are the purposes of greek mythology,Purpose of Greek Mythology 1. Religion - the. most important. reason. Mythology was. their system of. worship. gods and goddesses. Oracles 2. Entertainment People told each other stories.
702478,7864807,1,what is a symporter,"How it works. A symporter is an integral membrane protein that is involved in the transport of many differing types of molecules across the cell membrane. The symporter works in the plasma membrane and molecules are transported across the cell membrane at the same time, and is, therefore, a type of cotransporter. The transporter is called a symporter, because the molecules will travel in the same direction in relation to each other. This is in contrast to the antiport transporter. Typically, the ion will move"
1031693,3940295,1,who is courtney kemp agboh,"Courtney Kemp Agboh. Courtney Kemp Agboh (born may 4th 1977) is an American television writer and producer whose writing credits include The Good Wife (2009) and the 2014 Starz hit series, Power. 1 Early life and education."
863820,5324774,1,what is xanthine,"Xanthine: A substance found in caffeine, theobromine, and theophylline and encountered in tea, coffee, and the colas. Chemically, xanthine is a purine. There is a genetic disease of xanthine metabolism, xanthinuria, due to deficiency of an enzyme, xanthine dehydrogenase, needed to process xanthine in the body."
675550,6048623,1,what is a brief experimental design,"References....................................................................................................................28. Concepts of Experimental Design. 1. Introduction. An experiment is a process or study that results in the collection of data. experiments are not known in advance. control the factors that are irrelevant to the research objectives. car, speed, road surface, weather, and driver. Experimental design is the process of planning a study to meet specified objectives. Planning. an experiment properly is very important in order to ensure that the right type of data and a. sufficient sample size and power are available to answer the research questions of interest as. clearly and efficiently as possible."
596043,2208966,1,what city is mlb draft being held,"Reds get 1st pick in Competitive Balance Round A. In a drawing conducted in New York, the Reds received the first selection in Competitive Balance Round A, which immediately follows the first round of the 2016 MLB Draft."
602974,2114594,1,what county is beggs ok in,"From Wikipedia, the free encyclopedia. Beggs is a city in Okmulgee County, Oklahoma, United States. The population was 1,321 at the 2010 census. Beggs was named for C.H. Beggs, vice president of the St. Louis-San Francisco (Frisco) Railway."
1018523,3252719,1,which region did zebulon pike explore,"Although Pikeâs first western expedition was only moderately successful, Wilkinson picked him to lead a second mission in July 1806 to explore the headwaters of the Red and Arkansas Rivers. This route took Pike across present-day Kansas and into the high plains region that would later become the state of Colorado. When Pike first saw the peak that would later bear his name, he grossly underestimated its height and its distance, never having seen mountains the size of the Rockies."
611499,842386,1,"what county is pontotoc, mississippi in","Pontotoc is a city in, and the county seat of, Pontotoc County, Mississippi, located to the west of the much larger city of Tupelo. The population was 5,625 at the 2010 census. Pontotoc is a Chickasaw word meaning Land of Hanging Grapes."
702869,1633714,1,what is a tashkil,"Wiktionary(0.00 / 0 votes)Rate this definition: tashkil(Noun) vowelization, vocalization or diacritization - the various diacritics, taken collectively, that are attached to Arabic letters in certain styles of writing and that indicate such features as vowels and gemination (consonant doubling) and absence of any vowels."
386447,841386,1,how to work out salary,"Calculate the average number of regular and overtime hours and work out your weekly and annual regular and overtime pay. Add these together to determine your annual salary. 1  Suppose in a four week period, you work 50 hours, 45 hours, 42 hours and 47 hours.verage your weekly number of hours if you work a different amount each week. If you work a different number of hours each week, keep track of your weekly hours for one month. Then find the average number of hours per week you worked, and multiply to find your annual salary."
1005416,4944456,1,which are anterior teeth,"The anterior teeth are the teeth that are most visible when a person smiles. Deciduous teeth are those that are commonly referred to as baby or temporary teeth. The typical deciduous arch contains 20 teeth. Anterior teeth include the central and lateral incisors and the canine teeth. They make up the six upper and six lower front teeth. The anterior teeth are the teeth that are most visible when a person smiles, and they are also among the first baby teeth to be lost and replaced by permanent adult teeth."
284219,6016517,1,how many gallons water softener use,"The maximum flow rate for this softener is 6.5 Gallons Per Minute. Settings To Use For a Timer Based Water Softener. Calculator Assumptions. Usable Softener Resin Capacity is 32,000 Grains per ft3 at 15 lbs per ft3 salt charge. The maximum flow rate for Water Softener Resin Is 7 gallons per minute per ft3. Softener is 65% full of resin beads. If you do not know how hard your water is, you can use this map to get a rough idea."
554497,601265,1,what are accessory muscles for breathing,"Inspiration. Accessory muscles are used in addition to the diaphragm for breathing, but this is not normal. Accessory muscles used for inhalation include the scalene, sternomastoid and trapezium, which are found around the shoulders and neck."
439600,1152999,1,lg phone manufacturer customer service number,"LG Customer Service Phone Number: 1-800-243-0000 or 1-800-793-8896. SHARE: ï ï ï ï³ ï. Labels: Address , California , Complain , complaints , Contact , Corporate Headquarters , Corporate Office , customer service , Englewood Cliffs , LG , New Jersey , phone number , Review , Reviews , San Diego , USA. Location: LG USA Corporate Offices."
762145,3433361,1,what is jcb card,"A JCB card is a credit card issued by the Japan Credit Bureau. It is the leading credit card in Japan mainly due to the superior service offered by the JCB company. To date, JCB cards are accepted and honored in 190 countries around the world."
419301,705685,1,is nitenpyram safe for cats,"Capstar Flea Medication (active ingredient: Nitenpyram) - Information about Capstar Flea Control Pills For Dogs and Cats. This page contains general information about Capstar flea medicationÂ®, commonly prescribed by veterinarians as a fast knock-down flea control product for cats and dogs."
1070553,2669297,1,why is internal analysis useful?,"An internal analysis is a process of identifying and evaluating an organizationâs specific characteristics, including its resources, capabilities, and core competencies. It is the only way to identify an organizationâs strengths and weaknesses."
802746,4002501,1,what is tec benefits,"Benefits TEC Benefits is an expert in the health and welfare insurance fields that matter to the success of your business. details. Claims TEC Benefits offers a full and comprehensive range of HRA, HSA, and FSA solutions. details."
73766,2263296,1,can spinal cord injuries heal,"Medications may be used to manage some of the effects of spinal cord injury. These include medications to control pain and muscle spasticity, as well as medications that can improve bladder control, bowel control and sexual functioning."
986474,5412888,1,where is lehighton pa,"Lehighton (pronounced Lee-HIGH-ton) is a borough in Carbon County, Pennsylvania, United States, 77 miles (124 km) north-northwest of Philadelphia. In the past, it developed early industries because of water power from the Lehigh River.ehighton is located 3 miles (5 km) south of Jim Thorpe, the Carbon County seat, and 7 miles (11 km) northwest of Palmerton. Lehighton is bordered on the north, west, and south by Mahoning Township and across the Lehigh River on the east by Weissport and Franklin Township. Lehighton is primarily very green and hilly."
878287,3685422,1,what minerals are stored in bones,"Calcium and phosphorus are the most abundant minerals in your bones, together forming calcium phosphate crystals. Your bones contain roughly 99 percent of the calcium and 85 percent of the phosphorus in your body.Other minerals stored in your bones include magnesium and fluoride. father and son are sitting at the breakfast table with a glass of milk and cereal. Photo Credit Christopher Robbins/Digital Vision/Getty Images. Solid mineral crystals in your bones impart them with the strength and rigidity to support your body and withstand powerful physical stresses."
284193,2989450,1,how many gallons of water is needed to flush a toilet,"The standard is 1.6 gallons for new toilets. They do make power flush toilets that have an air system added to them but use the same amount of water. If you feel you need a toilet that will flush 16 golf balls, you probably need a doctor more than a plumber. sensible_man Â· 10 years ago."
1040194,2473741,1,who is the fiddleman,"Overview (2) Gerry Fiddleman was born on January 24, 1940 in New York City, New York, USA. She was an actress, known for Hawkeye's Night Stories (2007). She died on December 19, 2007 in New York City."
56656,4362711,1,brown patches on legs causes,"Here are the common causes of brown spots on thighs and legs. 1  Aging and Dark Spots: As you grow older, the body produces much more melanin than when you are young. 2  Exposure to Sun Causes Brown Spots: Both brown scaly spots on your legs and wrinkles can be caused by exposure to the sun."
230490,6833901,1,how far is arlington tx from dallas tx,"The distance between Arlington, Texas and Dallas, Texas is approximately 18 miles, or 29 kilometers. You will use I-30 to travel between the two and should arrive within appro â¦ ximately 30 minutes depending on traffic."
1139385,2595934,1,which term refers to a property that depends only on the amount of a substance?,Extensive - Properties that do depend on the amount of matter present. Mass - A measurement of the amount of matter in a object (grams). Weight - A measurement of the gravitational force of attraction of the earth acting on an object. Volume - A measurement of the amount of space a substance occupies. Length.
139305,2880515,1,definition of viscera autonomic nervous system,"The autonomic nervous system is a control system that acts largely unconsciously and regulates bodily functions such as the heart rate, digestion, respiratory rate, pupillary response, urination, and sexual arousal."
1035985,486237,1,who is melania trump the,"Melania Trump. Melania Trump (born Melanija Knavs [mÉËlaËnija ËknaËuÌ¯s], April 26, 1970; Germanized to Melania Knauss) is the First Lady of the United States, married to President Donald Trump."
774834,2559548,1,what is mydrive connect,"âConnects between a PC and a TomTom navigational GPS deviceâ. MyDrive Connect is an official TomTom program which provides USB connectivity and updates between your PC and GPS program. Although TomTom MyDrive Connect is not compatible with all GPS devices, it should be indicated on the box or inside the instruction manual of your device."
1018824,2243923,1,which sam's club are closing,"In Louisiana, a Sam's Club in Baton Rouge that employs 176 workers was scheduled to close Thursday, with hourly staff being terminated as of March 16 and managers as of April 13. Ohio has two stores closing in Cincinnati and Loveland, with a total of 285 workers potentially affected."
174094,3410912,1,does whole milk contain a lot of fat,"Whole milk has 8 grams of fat per serving, and 2% milk has 5 grams of fat per serving. Thatâs 37.5% less fat in the 2% milk, which means that it can be called âreduced fat.â. The ingredient list for 2% milk includes reduced fat milk, Vitamin A, and Vitamin D. When fat is removed from milk, Vitamin A is also lost."
391988,507748,1,if urine color is good does that mean kidneys are ok,"Kidney is the organ that is in charge of producing urine, so urine changes may imply kidney problem sometimes. Normal urine color ranges from pale yellow to deep amber, but sometimes we may notice our urine appears colorless, which makes people worried and wonder if it mean kidney failure."
60876,5787691,1,calories in shredded cheddar cheese one ounce,"There are 455 calories in 1 cup of shredded Cheddar Cheese. Calorie breakdown: 72% fat, 1% carbs, 27% protein."
4546,608684,1,"In spanish, what is the difference between te quiero and te amo?","PERU. Peru Spanish. What you says in spanish is OK. When you say yo te quiero or te quiero it means that you apreciate the person you are telling it. But, whe you say te amo, it means you are telling anyone that you love that person as a lover (a girlfriend or a boyfriend) or like a parent.ERU. Peru Spanish. What you says in spanish is OK. When you say yo te quiero or te quiero it means that you apreciate the person you are telling it. But, whe you say te amo, it means you are telling anyone that you love that person as a lover (a girlfriend or a boyfriend) or like a parent."
321431,7369210,1,how much is a typical pour of wine,"This will allow the wine to be viewed clearly, which is an integral part of evaluating its quality. 4. Pour the wine into the glass. Cradling the wine bottle with both hands, carefully pour about 4 or 5 ounces of wine into the glass. You should leave the glass sitting on the table when pouring."
768452,2239570,1,what is march birthstone,"March has two birthstones â the aquamarine and the bloodstone. March has two birthstones â aquamarine and bloodstone. Aquamarine. Aquamarines vary in color from deep blue to blue-green of different intensities, caused by traces of iron in the beryl crystal. Naturally occurring deep blue stones are the most prized because they are rare and expensive."
1137901,2741762,1,who originally sang california girls,"California Girls. California Girls is a song written by Brian Wilson and Mike Love for the American rock band the Beach Boys, featured on their 1965 album Summer Days (And Summer Nights!!). Wilson conceived the song during his first acid trip, later arranging and producing the song's recording, and incorporating an orchestral prelude plus contrasting verse-chorus form. Upon its release as a single, California Girls reached No. 3 on the Billboard Hot 100."
1070976,4323115,1,why is it not possible to balance an equation by changing the subscript on a substance,"Answer 1 To balance an equation means that there are the same number of each element on each side. The reason a subscript cannot change is that it represents the amount of an â¦ element within a certain compound in relation to any other elements. If that ratio changes, it is no longer the same compound.Changing a subscript changes a formula so that it no longer stands for the correct substance. Answer 2 The point of balancing an equation is to find the ratios in which chemicals will react or be produced. By changing the equation, you change the reaction.Therefore you are not trying to balance the same reaction. Answer 3 A balanced chemical equation is the standard way of writing equations for chemical reactants because it follows the LAW OF CONSERVATION OF MASS. subscript in the formula can not be changed when balancing an equation because changing a subscript would make the formula describe a different compound, or rather more likely a non-existent compound."
102053,5859016,1,cost of a new kitchen,"â Budget kitchens start at about $10,000 and go up to $25,000. â Mid-range or standard kitchens range between $20,000 and $45,000. â Luxury kitchens start at $45,000 and can go up to $100,000 or more. Materials play a big part in the cost of a kitchen, but your location will also make a difference. Australia-wide, the average cost of kitchen renovations is around $17,000, but in Sydney, the average cost of a basic kitchen renovation is approximately $23,000 and a standard kitchen costs close to $42,000."
416775,1982076,1,is lsu out of the ncaa baseball,"NCAA Baseball Tournament 2016 scores and bracket: The super regionals are set. LSU, South Carolina and Coastal Carolina filled out the field of 16 after winning regional championships on Tuesday. Here's a quick preview of the super regional matchups. It took a day longer than we expected, but the second round of the NCAA Baseball Tournament is set. Three teams -- Coastal Carolina, LSU and South Carolina -- won regional championship games on Tuesday to round out the super regional field."
85793,6214028,1,causes of chest pain?,"In children and teens, chest wall pain is the most common cause of chest pain. Rarely is there a heart problem in these ages, but it can occur with conditions such as Marfan syndrome or tearing of the aorta. Medically Reviewed by a Doctor on 6/18/2015."
581366,1026049,1,what can cause nail fungus,"Candida can travel through the bloodstream and infect all parts of the body. This can lead to common problems such as vaginal infections or thrush in the mouth, but it can also cause one other common fungal infection which usually is blamed on another fungus altogether: toenail infections."
27599,1568626,1,associate member definition,Definition of associate. 1 : closely connected (as in function or office) with another : sharing in responsibility or authority associate judges. 2 : having secondary or subordinate status associate membership in a society.
535209,7300635,1,uwe name meaning,"Meaning of Uwe. German name. In German, the name Uwe means-universal ruler.The name Uwe originated as an German name. The name Uwe is most often used as a boy name or male name.German Name Meaning-universal ruler. Origin-Germany.erman name. In German, the name Uwe means-universal ruler.The name Uwe originated as an German name. The name Uwe is most often used as a boy name or male name. German Name Meaning-universal ruler. Origin-Germany."
362742,4557100,1,how to get sars contact numbers,"Contact us business directory offer you direct access to SARS contact details. call the number above to get straight through to the customer services department at SARS (VAS rates apply, free minutes dont apply) Quick and easy access to the SARS call centre for questions regarding Government services, general enquiries, applications, payments and ..."
