query-id	corpus-id	score
623840	504259	1
126261	6001140	1
555842	6803752	1
988356	6211942	1
48373	4646281	1
654964	319193	1
817824	2779322	1
43178	1841982	1
814882	4580332	1
154548	945024	1
452732	1227084	1
654613	6197462	1
1145009	2053852	1
305220	3866550	1
1056456	3574909	1
171715	5141342	1
946017	4392751	1
395419	1114532	1
680491	7025016	1
675043	821801	1
187804	6374483	1
569525	6767581	1
450602	6805062	1
903511	2269475	1
88573	2739541	1
864222	4920742	1
487597	5911556	1
172673	4789311	1
767358	820134	1
501030	611849	1
800926	2816391	1
1035985	2804984	1
1149964	1596080	1
670836	2099033	1
496456	2059273	1
112392	5269851	1
762056	5011958	1
1012162	3981305	1
244895	1293938	1
350909	5872101	1
545246	279455	1
357115	6317202	1
144283	898389	1
527961	1365335	1
768728	2933830	1
514939	1320511	1
754759	7357862	1
498570	173237	1
180318	3952536	1
331853	104421	1
659963	8100977	1
313452	5492696	1
556140	1850987	1
228585	6625282	1
588144	1153726	1
276666	2179843	1
136555	3438937	1
89094	3722560	1
617560	950112	1
718162	4701669	1
604564	1284816	1
917795	2882191	1
749924	6901685	1
130929	6352462	1
826567	3292672	1
802977	2161546	1
192573	2713394	1
1170299	54237	1
697454	764775	1
544998	4981902	1
195458	3260078	1
973680	2876535	1
152900	5699056	1
999347	5215219	1
678186	4893626	1
511194	1764198	1
260134	798899	1
568602	1598554	1
844033	2928840	1
257813	5160232	1
40414	1880836	1
261617	3616407	1
648733	466670	1
193648	4212155	1
118126	4714500	1
241105	4202233	1
467913	374821	1
576590	243151	1
1151360	1458412	1
829189	5420896	1
149847	1291565	1
515546	6958507	1
202018	5852745	1
721551	1468210	1
225692	6976694	1
1011450	3397342	1
1040318	845407	1
775494	4259685	1
629518	1270389	1
107053	3280871	1
721221	202976	1
490313	6001695	1
689954	1769412	1
586941	2123515	1
723902	922047	1
103606	1907961	1
608898	1519540	1
694809	5793565	1
1023010	3369590	1
575064	1336574	1
225640	6499146	1
106609	2240031	1
133309	155991	1
737299	3914598	1
179997	3028038	1
310774	6220556	1
396204	1829206	1
676006	1086245	1
674896	8728590	1
282021	3696479	1
122710	798246	1
129770	3308211	1
599308	996213	1
388492	517927	1
82169	6574311	1
845833	2944503	1
750140	6265113	1
546667	608368	1
998409	2366527	1
196085	5737120	1
18279	5105164	1
726437	4978127	1
676288	7248183	1
909691	3768897	1
491016	6207629	1
1138202	2714058	1
336013	5471059	1
440290	7001261	1
461761	2685963	1
939321	3062759	1
793287	5319550	1
310179	2847003	1
654749	6176135	1
641188	1118522	1
95289	3950324	1
447734	7020372	1
250025	3815935	1
642091	3131587	1
911988	2794421	1
238151	4291832	1
738442	758781	1
187328	6631082	1
240201	6549784	1
692480	1443133	1
674732	1528946	1
419895	5147469	1
109479	1171447	1
584694	6793530	1
584347	4872208	1
82294	4833345	1
953412	4413678	1
687385	4498327	1
373236	1923475	1
286114	6353902	1
265914	4148248	1
719344	292943	1
1175568	6992405	1
204510	3481019	1
787349	4986296	1
99686	373654	1
108424	4908636	1
1184415	2748870	1
645122	1488382	1
441079	855961	1
129860	3275934	1
795722	920553	1
244093	5131603	1
683060	5383078	1
206840	6031916	1
848875	3784241	1
659374	832118	1
747067	1412762	1
1002996	4747857	1
913353	3355855	1
449855	7271355	1
515546	6958506	1
688335	885679	1
35965	5996537	1
130010	5859452	1
287821	3809842	1
856306	3786660	1
580968	5574547	1
562840	5773339	1
1145854	1979324	1
110994	5111912	1
792398	5942316	1
104398	725411	1
216265	643308	1
405459	7189626	1
535609	6662574	1
552177	1303742	1
84285	121744	1
1081598	4135493	1
414074	2969887	1
1166234	7567481	1
465536	398928	1
1178025	5832499	1
609571	5898577	1
943521	6141596	1
1026992	4310854	1
601325	6645544	1
684073	869327	1
970790	5291131	1
735921	5012010	1
685862	2004255	1
607206	6038659	1
16978	1554940	1
425667	1232701	1
1062080	3173298	1
689201	797351	1
582572	1191792	1
982164	3389921	1
498438	185959	1
558636	1377076	1
1030111	2680052	1
49721	3739092	1
179732	2709409	1
190209	2471568	1
712948	1418874	1
162409	538739	1
479182	1144519	1
538325	1364629	1
749927	1237035	1
816426	6228288	1
828697	2596218	1
705098	1814871	1
385928	1338357	1
843363	6296786	1
58559	527425	1
820978	2458342	1
604206	441897	1
714621	1785263	1
153389	1155939	1
882189	4315260	1
1076590	4843357	1
382674	561994	1
1170954	3047213	1
1155750	1041478	1
848415	4615081	1
462853	603080	1
1184657	337910	1
361293	4972879	1
277075	527113	1
1164546	134703	1
752791	1108050	1
609270	6704897	1
627842	1683269	1
387639	2219950	1
124856	3747117	1
110310	2974239	1
633367	6179523	1
892961	4166282	1
719648	5379637	1
958915	3863267	1
731293	137285	1
303194	5865097	1
552595	2025991	1
937426	3042850	1
