query-id	corpus-id	score
917375	3411563	1
197165	6446526	1
461319	1666806	1
1164546	134703	1
984784	5331735	1
11878	5625087	1
552595	2025991	1
1034160	3804478	1
152900	5699056	1
51433	6456383	1
632411	800024	1
477408	440507	1
773709	4732078	1
856072	2299528	1
627507	1940532	1
627507	1940534	1
627507	1940539	1
366164	8094459	1
645122	1488382	1
705098	1814867	1
705098	1814871	1
103574	3816353	1
288997	6560436	1
754244	915567	1
501030	611849	1
40732	108681	1
831711	4319376	1
535825	4014867	1
593695	1948294	1
608160	6036593	1
216265	643308	1
324139	1874487	1
504794	3608998	1
48373	4646281	1
1058824	4705116	1
675043	821801	1
292420	5042767	1
1062238	2505878	1
394333	2119775	1
179622	2137822	1
518092	1058480	1
987077	2643476	1
735322	3913272	1
999347	5215219	1
907656	507062	1
83988	2848382	1
916194	3063411	1
933499	2725251	1
35419	1737914	1
331686	3462692	1
749927	1237035	1
604206	441897	1
436349	6861545	1
768728	2933830	1
621417	5920550	1
206265	5571674	1
336893	6332724	1
718058	1977084	1
956468	2825044	1
294970	6107907	1
71098	6655325	1
126261	6001140	1
1143579	2189757	1
1051283	2286734	1
336623	2894366	1
821108	4150293	1
389513	139245	1
189787	1709683	1
189787	1709684	1
631955	1314662	1
127661	2291664	1
657581	1469969	1
98361	6545551	1
990732	4686537	1
1155177	1093394	1
1040588	3373921	1
443680	3184966	1
443680	6716914	1
54691	7025296	1
283262	4744158	1
670734	5260890	1
288863	6020375	1
712948	1418874	1
964809	2954466	1
733915	835280	1
998075	2489391	1
1145294	2029785	1
965416	4315935	1
997061	2902407	1
814882	4580332	1
391988	507748	1
1157709	846889	1
672664	6766580	1
471516	6749992	1
270289	6937053	1
552177	1303742	1
717165	5909577	1
264812	6361527	1
609151	564956	1
474542	122560	1
927004	4059351	1
265914	4148248	1
40430	4082377	1
40430	4949797	1
272855	2316115	1
1077146	2599883	1
441431	3020924	1
446344	5890285	1
264479	3375414	1
110994	5111912	1
815448	3870942	1
920367	3293321	1
394259	1578060	1
855622	4138819	1
1037604	2494354	1
147906	2271285	1
1016464	2787148	1
208968	5495245	1
82169	6574311	1
412877	1089677	1
688406	5875605	1
940644	2925087	1
142637	6105587	1
142637	6105588	1
1053166	5303256	1
831716	6232279	1
651214	329028	1
181936	334586	1
719648	5379637	1
206840	6031916	1
284219	6016517	1
284219	6016520	1
609571	5898577	1
1169713	4262141	1
1046446	4618375	1
99282	242130	1
1006926	6225390	1
605902	9323	1
423136	7496719	1
998730	5109479	1
229776	5201562	1
21899	5594834	1
584084	336999	1
274392	5300602	1
653152	527295	1
620056	596278	1
396204	1829206	1
2883	4771085	1
868023	2421655	1
1005297	5134381	1
39260	3339466	1
690081	5874016	1
354685	6553825	1
588068	500912	1
212393	5233540	1
361293	4972879	1
713838	3173914	1
835021	3895911	1
447240	7034131	1
270252	4619582	1
788362	4520301	1
256158	6220999	1
1034225	5164330	1
278042	6221037	1
569770	7161311	1
749518	3014091	1
228585	6625282	1
135002	6581352	1
79695	1470297	1
89094	3722560	1
89094	1434144	1
1040318	845407	1
545246	279455	1
726820	491912	1
923980	2493635	1
35965	5996537	1
705398	2211223	1
973907	6226908	1
360031	868942	1
453964	8461945	1
719523	1327037	1
150572	1664050	1
693338	2004583	1
503768	2328485	1
174086	1937375	1
698764	462604	1
309158	987949	1
451141	2100818	1
270006	5989374	1
1006677	3101624	1
1167618	6279587	1
968087	4992109	1
313452	5492696	1
674732	1528946	1
774310	2638555	1
1007849	3259413	1
708652	2055603	1
1151360	1458412	1
487451	8155970	1
614041	6825474	1
804151	3240901	1
1077526	2590580	1
1153643	1241031	1
290102	6034488	1
999164	4431000	1
561191	5924115	1
648127	1274950	1
721657	5272894	1
954365	162687	1
39831	3151374	1
737299	3914598	1
988356	6211942	1
315937	2898759	1
624098	1886717	1
688335	885679	1
641855	434389	1
720776	920813	1
975391	4716166	1
307866	3333829	1
678186	4893626	1
599308	996213	1
15892	5030833	1
431398	8198136	1
981722	4187289	1
230490	6833901	1
250025	3815935	1
547020	2195110	1
547020	2195116	1
222212	5498471	1
398004	748992	1
235493	6168973	1
707336	378319	1
535209	7300635	1
405459	7189626	1
65891	5693769	1
329453	5507348	1
941595	3800079	1
1150257	1567767	1
621319	7212084	1
1018523	3252719	1
988191	4349474	1
712599	7051237	1
387641	748297	1
902852	4649413	1
1035463	5365743	1
34512	3171778	1
34512	5824916	1
659892	3264501	1
741660	8468150	1
708545	1954168	1
798157	3311231	1
144283	898389	1
724254	428698	1
333253	6596738	1
599872	1506555	1
889582	5987990	1
172232	3901875	1
245997	5433953	1
687309	1691386	1
200613	6168915	1
95862	604309	1
282021	3696479	1
950058	3247621	1
311553	2479030	1
515546	6958506	1
515546	6958507	1
903511	2269475	1
739992	155680	1
340670	5705713	1
937426	3042850	1
993958	5963985	1
702478	7864807	1
197909	3672134	1
584694	6793530	1
195458	3260078	1
1179755	4283345	1
220194	5982819	1
209306	6047777	1
209306	6047785	1
795722	920553	1
807076	6295135	1
699064	7016279	1
201513	7150266	1
494371	3897873	1
508568	6357530	1
576856	6289867	1
943010	1035521	1
329596	731069	1
499597	967370	1
800873	4889346	1
973714	4159817	1
625865	703816	1
99551	3315324	1
712517	1158439	1
859541	4031457	1
162802	6640809	1
544998	4981902	1
118126	4714500	1
396833	400265	1
73766	2263296	1
159845	3357206	1
159845	3357209	1
1144769	2078005	1
1021331	4956027	1
807708	5982746	1
178299	3052641	1
1178211	5684156	1
159564	7140727	1
929477	4029418	1
1055705	3263967	1
408808	2238225	1
792013	2501214	1
317093	2068527	1
192486	934134	1
353041	142544	1
1166234	7567481	1
827118	3467256	1
648733	466670	1
1030258	4772915	1
676986	6247933	1
572023	8571283	1
24606	6777301	1
415418	1381161	1
747070	688126	1
199854	3116623	1
1169410	4560115	1
231830	736041	1
786264	3585423	1
18420	3346780	1
955014	5025698	1
392377	1020609	1
402311	2116148	1
738885	4409100	1
51659	3608255	1
93994	268483	1
697964	6814923	1
951838	6122499	1
817824	2779322	1
548469	5569220	1
594247	3031882	1
873979	2451149	1
664277	152218	1
976851	4098761	1
60171	2953892	1
437092	5303693	1
327866	6642793	1
898657	4827092	1
1062349	4759050	1
113447	5685360	1
1033646	2603492	1
187328	6631082	1
899631	6079	1
335988	5792779	1
613323	5004031	1
305703	4611389	1
512713	1215743	1
960315	4723713	1
917312	4160594	1
125005	5815634	1
717463	1027321	1
35988	1088536	1
479435	6038437	1
767358	820134	1
672023	8560965	1
672023	8560970	1
627842	1683269	1
416152	1163488	1
513027	5912862	1
450434	5899471	1
699397	8482410	1
896155	3631314	1
196085	5737120	1
140607	1158031	1
190209	2471568	1
190209	2471572	1
290400	5434571	1
281653	6649255	1
496795	5998799	1
62702	1860475	1
374280	5868234	1
683066	6064472	1
154129	5752366	1
76067	6187119	1
749924	6901685	1
749924	6901687	1
116567	2693971	1
852375	5321005	1
878514	6313126	1
854901	6122865	1
692480	1443133	1
533750	1351710	1
422953	344315	1
226449	5772286	1
241216	5649468	1
608427	6852044	1
25667	759930	1
687525	6894340	1
555842	6803752	1
555842	6803761	1
801122	2467965	1
572937	921791	1
245551	3683212	1
909502	3113977	1
1076590	4843357	1
614731	606459	1
613745	4124434	1
1165884	7901934	1
1165884	7901939	1
1165884	7901941	1
584347	4872208	1
1035377	5088199	1
535066	1483083	1
603885	6920612	1
66935	4268429	1
1179010	4996978	1
104244	5713856	1
655781	1916501	1
655781	1916503	1
829151	2603734	1
188717	1737963	1
188717	2277775	1
188717	2277780	1
525087	8065980	1
976573	5966474	1
84941	1874826	1
974282	3327103	1
1172025	1925997	1
314554	1893777	1
1026992	4310854	1
35291	6992874	1
142939	2463782	1
19992	6702269	1
576590	243151	1
387981	562058	1
225692	6976694	1
391650	2348914	1
679982	3440639	1
266408	4103910	1
1179875	4162432	1
43178	1841982	1
596416	3719251	1
179582	160220	1
312244	629441	1
323466	5572599	1
962296	3395980	1
907885	5262622	1
855950	4222248	1
691047	1040404	1
742423	5025300	1
866871	4161772	1
866871	4161773	1
995425	3680184	1
252407	3449932	1
252407	3449933	1
747292	6924777	1
86180	5489615	1
191764	6428317	1
184303	1592056	1
30016	6230606	1
789050	3864446	1
647885	1855261	1
886457	5244699	1
772413	5044598	1
888996	4846717	1
978510	4155171	1
248658	5429059	1
93002	6148150	1
538325	1364629	1
775314	3453012	1
636662	1425943	1
763898	6302608	1
422003	1775435	1
594941	7921333	1
157408	5749169	1
278790	3670707	1
800926	2816391	1
674896	8728590	1
892961	4166282	1
181134	963334	1
491989	454177	1
1030111	2680052	1
430116	5331854	1
625099	876118	1
663642	7856391	1
209718	1896943	1
60693	571744	1
632714	5542911	1
244842	509250	1
746177	331084	1
792328	2343178	1
792328	2343186	1
265855	8718936	1
909703	5446200	1
466351	1347538	1
25168	4116139	1
567868	1743802	1
567868	1743804	1
1163573	236001	1
214507	2117277	1
232961	8511993	1
105177	6340229	1
105177	6340230	1
291424	1213377	1
411641	755159	1
855493	3679360	1
684694	6037253	1
1139925	2549362	1
983903	5263150	1
101528	5927978	1
633367	6179523	1
575064	1336574	1
824415	2786173	1
959567	3744937	1
891092	4142636	1
205976	5300820	1
205976	5300823	1
1011373	4813218	1
519426	1351905	1
244093	5131603	1
814811	4263940	1
1038944	3601486	1
1034889	4602024	1
219288	6634662	1
219288	6634665	1
219288	6634667	1
1154017	1202779	1
614125	5343351	1
530536	7373141	1
972641	3746601	1
1079865	4852523	1
923318	2586748	1
406722	391040	1
985556	3171913	1
328312	6015345	1
964229	5198566	1
823359	4348258	1
750140	6265113	1
928818	3275780	1
456694	1193789	1
856169	2519021	1
318252	5826402	1
174841	3959013	1
176859	2001867	1
856215	336619	1
197399	1562859	1
743392	442943	1
36647	2990444	1
394293	457864	1
935941	3072047	1
171715	5141342	1
193648	4212155	1
1176874	6872673	1
338901	3473407	1
310772	5807340	1
419156	1187466	1
853513	2316002	1
872000	4268168	1
962642	2785168	1
565738	1613840	1
565738	1613845	1
869024	4143411	1
689954	1769412	1
510530	552726	1
126524	3882541	1
761081	5111064	1
799745	1188484	1
313450	713185	1
638929	6865834	1
3677	3463237	1
869642	1444562	1
1052535	5225184	1
212816	4017909	1
319983	3982646	1
736489	5376741	1
930822	5239223	1
153352	1985664	1
654613	6197462	1
506725	243824	1
118199	2188251	1
1040194	2473741	1
1040194	2473743	1
498570	173237	1
876432	3959957	1
809018	4054654	1
809018	616960	1
226301	2704509	1
572794	420184	1
619387	6869140	1
285430	5668416	1
904121	3462033	1
136555	3438937	1
974737	4268262	1
622503	1192028	1
683060	5383078	1
598597	1534083	1
238151	4291832	1
662718	3669267	1
228014	6520260	1
66875	3580669	1
841851	4507067	1
180734	6473258	1
967266	5197662	1
1157722	845830	1
282109	1789004	1
1072804	5025180	1
870837	3121867	1
1184657	337910	1
273769	6545663	1
789233	4402228	1
611499	842386	1
436532	2128891	1
1041798	4090941	1
1041798	3365553	1
529748	954393	1
529748	954394	1
507933	1184627	1
1156912	926771	1
419301	705685	1
331853	104421	1
290092	330394	1
416798	1455474	1
589662	2071711	1
229753	3328563	1
1171413	2570995	1
903596	2533019	1
703403	8697190	1
421276	4665108	1
528817	7032612	1
528817	7032615	1
1168747	1793866	1
462900	785360	1
868262	4335658	1
868262	4335665	1
993324	2491725	1
987340	2264712	1
491016	6207629	1
723646	7532490	1
60876	5787691	1
747749	954871	1
936038	2452592	1
388347	927083	1
948418	24815	1
740907	6991861	1
1155394	893615	1
779766	3839822	1
602189	5171403	1
786453	4423067	1
559406	7975682	1
179732	2709409	1
462087	2081523	1
495266	223721	1
196618	2399385	1
988330	4223758	1
851239	4041552	1
412550	1967842	1
792992	2441884	1
286893	2087902	1
940437	3100234	1
191980	6487371	1
1037643	5348341	1
717530	655204	1
842248	3251539	1
610778	207171	1
887860	6111928	1
769788	4740305	1
572852	484785	1
442285	1183355	1
876730	5981397	1
496456	2059273	1
146308	5742185	1
835076	3087307	1
719319	3879955	1
601325	6645544	1
284562	5381138	1
829189	5420891	1
829189	5420896	1
829189	5420898	1
629144	2224635	1
910356	1572737	1
626200	7235386	1
607008	1362701	1
287490	3049748	1
645837	6029604	1
844033	2928840	1
853200	4040490	1
554497	601262	1
554497	601263	1
554497	601265	1
81040	3395711	1
557961	7479868	1
658404	479718	1
785414	4445602	1
481258	2147383	1
68279	2329426	1
145919	2996278	1
1153966	1208001	1
747978	1694130	1
1061558	3339102	1
588144	1153726	1
872513	2929553	1
872513	2929560	1
569337	6586461	1
1027973	2464904	1
1028301	3971879	1
1028301	3971880	1
96896	6446663	1
303274	6826912	1
969534	4691004	1
445977	1651014	1
554142	1001914	1
53868	5553899	1
748263	6223919	1
748263	6223920	1
301483	1326722	1
1005416	4944456	1
939565	4981297	1
713670	1745975	1
232590	5732611	1
591872	720442	1
98213	2863152	1
978929	470057	1
965551	4810596	1
897218	3658094	1
775494	4259685	1
848415	4615081	1
807831	3371157	1
961821	2228028	1
324028	5635618	1
405360	2075105	1
974391	2874580	1
181897	6165427	1
47812	7167456	1
514939	1320511	1
20841	4458403	1
797503	3517209	1
1165463	8278266	1
138433	289963	1
719844	4683734	1
556759	5054497	1
402814	5715699	1
1156565	964095	1
630413	982643	1
795993	2624001	1
864222	4920742	1
664686	6074574	1
796562	2881874	1
53371	7046655	1
808973	4724278	1
652060	1331049	1
136759	4133156	1
634453	705612	1
720790	3768094	1
1044951	3275652	1
187776	2005040	1
1142441	2304349	1
1031693	3940295	1
629919	924298	1
173979	214261	1
789900	2947355	1
1156426	978156	1
524484	3612275	1
318336	853588	1
318336	5546589	1
237844	3395144	1
1026315	5082764	1
165545	6534208	1
677896	1850827	1
943521	6141596	1
53636	5602658	1
276666	2179843	1
35685	3055539	1
1028800	5324464	1
60659	6584147	1
964339	6117896	1
1018935	3938714	1
811354	4477916	1
122710	798246	1
831845	3588158	1
961435	4911358	1
775737	3743339	1
565652	1952667	1
950570	3058455	1
154137	4116702	1
187804	6374483	1
624282	6029301	1
341664	971858	1
47877	2928194	1
1011640	5015855	1
176153	792700	1
119515	3852156	1
118375	5661348	1
1141585	2387513	1
321431	7369210	1
137692	2419117	1
284835	3215355	1
64225	5555950	1
326936	5422519	1
336995	4849102	1
152025	6894670	1
244195	1687458	1
12041	5206805	1
130929	6352462	1
719162	1267369	1
77712	6517962	1
812217	6217614	1
113043	6459636	1
750975	8653506	1
792398	5942316	1
103606	1907961	1
503578	2119689	1
754759	7357862	1
785809	5188509	1
511451	6666565	1
941193	3943139	1
124994	2339883	1
240201	6549784	1
846970	3134943	1
186188	356561	1
434399	1254645	1
647724	6260045	1
627046	248284	1
382674	561994	1
603119	7052429	1
675886	556183	1
150211	2068250	1
537424	6807092	1
393430	1303494	1
103134	4658337	1
324228	6251261	1
535609	6662574	1
745498	6945182	1
42455	1550652	1
795418	6298655	1
726111	478117	1
725860	1628516	1
1006744	4636252	1
163603	5124402	1
480530	1732087	1
992724	4433842	1
690087	2128240	1
595350	246225	1
845833	2944503	1
694809	5793565	1
694809	5793567	1
884943	2900984	1
987589	4965190	1
622020	806849	1
461761	2685963	1
891259	2581497	1
134436	6830995	1
488816	767856	1
659374	832118	1
20	3413588	1
1161252	492304	1
952179	5005297	1
817457	2683194	1
817457	2683196	1
859658	3410032	1
163874	684786	1
425667	1232701	1
637523	669529	1
200257	4703115	1
84678	6345057	1
84678	3142431	1
84678	6345060	1
309058	5454422	1
422855	190190	1
172180	5721317	1
801416	6301767	1
801416	6301768	1
56656	4362711	1
1146821	1891009	1
785888	6135226	1
465669	6938783	1
1002106	2495837	1
545983	6207096	1
831031	2962886	1
831031	2962887	1
1016386	4284079	1
96297	6645157	1
654964	319193	1
654964	319196	1
962412	4817610	1
227557	6833433	1
864101	3483325	1
284193	6353643	1
284193	6512546	1
284193	2989450	1
808434	2971977	1
193777	1370509	1
330134	5447258	1
349946	3410820	1
76834	5814032	1
236072	7059749	1
471553	5319305	1
579954	2995499	1
508881	441612	1
300841	2951530	1
322908	3671281	1
615809	2055021	1
913646	6126388	1
193820	2690877	1
870148	2571116	1
658849	7056700	1
805685	5370958	1
824679	4916358	1
70154	5683569	1
617956	1435453	1
708644	481856	1
676166	8114135	1
564967	7193217	1
564967	7193222	1
25673	5512093	1
639942	283409	1
995219	2252029	1
573591	1061212	1
544310	6050272	1
613886	339300	1
468217	1438652	1
296323	643837	1
246409	5215159	1
305861	5908160	1
839573	5986440	1
55334	6371938	1
305869	6160530	1
517750	4785029	1
651118	2039417	1
854531	5281787	1
404455	3713599	1
589047	1965540	1
589047	1965548	1
832098	2456736	1
561615	1424437	1
139305	2880515	1
761502	4654119	1
3571	6529442	1
158809	3686050	1
608898	1519540	1
999504	2835836	1
357115	6317202	1
467534	506110	1
997133	6117704	1
610694	6835192	1
1045694	4705126	1
659963	8100977	1
354000	2313498	1
970487	3772933	1
136845	884412	1
197575	6650068	1
1039157	4682075	1
1039157	4682077	1
1039157	4682078	1
1023284	3865363	1
859296	4376956	1
126134	6654019	1
260134	798899	1
411237	1851396	1
501607	546101	1
617188	241133	1
747067	1412762	1
641188	1118522	1
762765	4372929	1
850779	913042	1
969125	4130856	1
901847	4895872	1
129541	5014418	1
461284	1931419	1
600244	1373303	1
863820	5324774	1
435981	1574300	1
435981	1574302	1
435981	1574307	1
346902	5997616	1
906935	4286417	1
1139463	2588828	1
785341	4879525	1
919770	3437684	1
1140083	2533663	1
473288	1131733	1
993847	2272469	1
1076277	3725119	1
983630	3583387	1
979759	2592520	1
839994	5985741	1
565615	287738	1
886530	5293482	1
528046	6767659	1
756284	2185981	1
404491	1267560	1
395459	1223425	1
278814	3574105	1
1056456	3574909	1
608134	4534715	1
158395	635433	1
670836	2099033	1
859851	5983365	1
828697	2596218	1
622925	1376236	1
400378	6857881	1
1141389	2404696	1
1010820	4969919	1
338035	5170506	1
457982	1673326	1
969182	4432920	1
1070976	4323115	1
240828	6433498	1
932887	921399	1
273029	4620231	1
946017	4392751	1
1156257	995325	1
1051984	3295967	1
502005	6525677	1
559333	1149494	1
636068	1371369	1
45409	1943629	1
1059225	6301339	1
977200	2858016	1
775727	3778202	1
996804	3299364	1
570516	3548480	1
428531	482664	1
406374	6737431	1
730328	6744962	1
1138202	2714058	1
849575	2286352	1
287821	3809842	1
1162320	375180	1
760965	289054	1
1138020	2730384	1
764233	2382941	1
586280	6995861	1
584208	5676489	1
584208	5676494	1
433919	6604283	1
26286	362045	1
4546	608684	1
607818	6896649	1
194960	5759750	1
652876	1605617	1
441079	855961	1
929425	3867094	1
405620	6732196	1
55755	5887162	1
189204	192614	1
1034827	3887733	1
938313	6123944	1
610802	1800724	1
729445	2189781	1
320306	4433694	1
908994	3189183	1
902917	2993099	1
16978	1554940	1
319474	3138849	1
924122	4654162	1
428800	6721826	1
1157445	875010	1
32582	1657876	1
1000015	4893683	1
280727	3931474	1
694343	158462	1
197422	5731784	1
163243	5108856	1
948500	508117	1
309822	635247	1
464537	529874	1
38027	8525314	1
838482	2843083	1
737406	1808471	1
682296	1506745	1
1017723	4143444	1
590995	5303664	1
489309	5774298	1
483332	1627171	1
1170299	54237	1
867234	2489380	1
486845	2082421	1
558973	6957682	1
631568	1090615	1
628428	5659945	1
18279	5105164	1
895795	3589557	1
790910	4440681	1
132805	5656443	1
140930	677946	1
579840	6578031	1
484227	6775197	1
1166504	7327159	1
762136	3358356	1
300601	5779141	1
162409	538739	1
207705	5101193	1
392854	3699849	1
871907	5168594	1
829501	6089461	1
674742	6978652	1
428323	3741318	1
857262	2868849	1
430738	306467	1
57472	6462147	1
568010	753288	1
12811	4926877	1
1178647	5323569	1
65395	5583040	1
435083	1018447	1
548708	399588	1
762812	4016677	1
366902	4232696	1
191949	4382110	1
998409	2366527	1
1078073	5083341	1
992756	990831	1
701840	733796	1
41346	1794488	1
1029951	3081700	1
562804	4570794	1
527270	6169969	1
574731	7673034	1
574731	7673039	1
1004333	4041840	1
998970	5956122	1
21106	6206413	1
279691	3782287	1
108797	6177188	1
607206	6038659	1
959566	2464242	1
59857	4142106	1
685176	448587	1
667876	768783	1
1154235	1180364	1
856306	3786660	1
149444	6020690	1
50456	6464435	1
639665	278201	1
261617	3616407	1
567479	1287504	1
604802	6994331	1
824459	5147666	1
490313	6001695	1
622962	4396517	1
604948	4292417	1
112392	5269851	1
449469	6980570	1
988097	5930020	1
798267	747912	1
874472	3571112	1
756150	1898538	1
119993	4100481	1
419895	5147469	1
726437	4978127	1
129294	2141012	1
541576	6876306	1
691540	2145915	1
1143264	2221041	1
1024402	4644081	1
188476	5605205	1
257813	5160232	1
405428	693300	1
1149964	1596080	1
77811	5836973	1
611126	6948335	1
917795	2882191	1
980491	5294619	1
678957	6534065	1
653870	4661553	1
712875	1672376	1
389050	5357052	1
466541	4185304	1
580968	5574547	1
511677	3899512	1
1020234	4513958	1
1020234	4513965	1
334358	667207	1
900972	4378069	1
1175046	7040278	1
455052	1280807	1
698626	6018642	1
490210	1278074	1
108517	4732629	1
1068632	2615012	1
159649	2486024	1
687621	6651630	1
795292	3532520	1
880181	3315352	1
851511	4143898	1
191021	2732576	1
447364	1945939	1
